ALEACION,Al - min,Al - max,Mg - min,Mg - max,Zn - min,Zn - max,Mn - min,Mn - max,Cu - min,Cu - max,Fe - min,Fe - max,Si - min,Si - max,Ni - min,Ni - max
A361 0,0,100,0.4,0.6,0,0.5,0,0.25,0,0.5,0,1.1,9.5,10.5,0.2,0.3
A361 1,0,100,0.45,0.6,0,0.4,0,0.25,0,0.5,0,0.8,9.5,10.5,0.2,0.3
A362 0,0,100,0.5,0.7,0,0.03,0.5,0.8,0,0.2,0.8,1.2,9.5,10.5,0,0.01
A362 1,0,100,0.6,0.7,0,0.03,0.5,0.8,0,0.2,0.8,0.9,9.5,10.5,0,0.01
A363 0,0,100,0.15,0.4,3,4.5,0,0.01,2.5,3.5,0,1.1,4.5,6,0,0.25
A363 1,0,100,0.2,0.4,3,4.5,0,0.01,2.5,3.5,0,0.8,4.5,6,0,0.25
A364 0,0,100,0.2,0.4,0,0.15,0,0.1,0,0.2,0,1.5,7.5,9.5,0,0.15
A364 2,0,100,0.25,0.4,0,0.15,0,0.1,0,0.2,0.7,1.1,7.5,9.5,0,0.15
A365 0,0,100,0.1,0.5,0,0.07,0.5,0.8,0,0.03,0,0.15,9.5,11.5,0,0.01
A365 1,0,100,0.15,0.5,0,0.07,0.5,0.8,0,0.03,0,0.12,9.5,11.5,0,0.01
A369 0,0,100,0.25,0.45,0,1,0,0.35,0,0.5,0,1.3,11,12,0,0.05
A369 1,0,100,0.3,0.45,0,0.9,0,0.35,0,0.5,0,1,11,12,0,0.05
A380 0,0,100,0,0.1,0,3,0,0.5,3,4,0,2,7.5,9.5,0,0.5
A380 2,0,100,0,0.1,0,0.1,0,0.1,3,4,0.7,1.1,7.5,9.5,0,0.1
A381 0,0,100,0,0.13,0,3,0,0.5,3,4,0,1.3,9,10,0,0.01
A381 2,0,100,0,0.13,0,2.9,0,0.5,3,4,0.7,1,9,10,0,0.5
A383 0,0,100,0,0.1,0,3,0,0.5,2,3,0,1.3,9.5,11.5,0,0.3
A383 1,0,100,0,0.1,0,2.9,0,0.5,2,3,0,1,9.5,11.5,0,0.3
A383 2,0,100,0,0.1,0,0.1,0,0.1,2,3,0.6,1,9.5,11.5,0,0.1
A384 0,0,100,0,0.1,0,3,0,0.5,3,4.5,0,1.3,10.5,12,0,0.5
A384 1,0,100,0,0.1,0,2.9,0,0.5,3,4.5,0,1,10.5,12,0,0.5
A384 2,0,100,0,0.1,0,0.1,0,0.1,3,4.5,0.6,1,10.5,12,0,0.1
A385 0,0,100,0,0.3,0,3,0,0.5,2,4,0,2,11,13,0,0.5
A385 1,0,100,0,0.3,0,2.9,0,0.5,2,4,0,1.1,11,13,0,0.5
A390 0,0,100,0.45,0.65,0,0.1,0,0.1,4,5,0,1.3,16,18,0,0.01
A390 2,0,100,0.5,0.65,0,0.1,0,0.1,4,5,0.6,1,16,18,0,0.01
A392 0,0,100,0.8,1.2,0,0.5,0.2,0.6,0.4,0.8,0,1.5,18,20,0,0.5
A392 1,0,100,0.9,1.2,0,0.4,0.2,0.6,0.4,0.8,0,1.1,18,20,0,0.5
A393 0,0,100,0.7,1.3,0,0.1,0,0.1,0.7,1.1,0,1.3,21,23,2,2.5
A393 1,0,100,0.8,1.3,0,0.1,0,0.1,0.7,1.1,0,1,21,23,2,2.5
A393 2,0,100,0.8,1.3,0,0.1,0,0.1,0.7,1.1,0,0.8,21,23,2,2.5
5005,0,100,0.5,1.1,0,0.25,0,0.2,0,0.2,0,0.7,0,0.3,0,0.01
5006,0,100,0.8,1.3,0,0.25,0.4,0.8,0,0.1,0,0.8,0,0.4,0,0.01
5010,0,100,0.2,0.6,0,0.3,0.1,0.3,0,0.25,0,0.7,0,0.4,0,0.01
5013,0,100,3.2,3.8,0,0.1,0.3,0.5,0,0.03,0,0.25,0,0.2,0,0.01
5014,0,100,4,5.5,0.7,1.5,0.2,0.9,0,0.2,0,0.4,0,0.4,0,0.01
5016,0,100,1.4,1.9,0,0.15,0.4,0.7,0,0.2,0,0.6,0,0.25,0,0.01
5017,0,100,1.9,2.2,0,0.01,0.6,0.8,0.18,0.28,0,0.7,0,0.4,0,0.01
5018,0,100,2.6,3.6,0,0.2,0.2,0.6,0,0.05,0,0.4,0,0.25,0,0.01
5019,0,100,4.5,5.6,0,0.2,0.1,0.6,0,0.1,0,0.5,0,0.4,0,0.01
5021,0,100,2.2,2.8,0,0.15,0.1,0.5,0,0.15,0,0.5,0,0.4,0,0.01
5022,0,100,3.5,4.9,0,0.25,0,0.2,0.2,0.5,0,0.4,0,0.25,0,0.01
5023,0,100,5,6.2,0,0.25,0,0.2,0.2,0.5,0,0.4,0,0.25,0,0.01
5025,0,100,4.5,6,0,0.25,0,0.2,0,0.1,0,0.25,0,0.25,0,0.01
5034,0,100,0.6,1.1,0,0.4,0.2,0.5,0,0.4,0.4,0.9,0,0.4,0,0.01
5039,0,100,3.3,4.3,2.4,3.2,0.3,0.5,0,0.03,0,0.4,0,0.1,0,0.01
5040,0,100,1,1.5,0,0.25,0.9,1.4,0,0.25,0,0.7,0,0.3,0,0.01
5042,0,100,3,4,0,0.25,0.2,0.5,0,0.15,0,0.35,0,0.2,0,0.01
5043,0,100,0.7,1.3,0,0.25,0.7,1.2,0.05,0.35,0,0.7,0,0.4,0,0.01
5049,0,100,1.6,2.5,0,0.2,0.5,1.1,0,0.1,0,0.5,0,0.4,0,0.01
5050,0,100,1.1,1.8,0,0.25,0,0.1,0,0.2,0,0.7,0,0.4,0,0.01
5051,0,100,1.7,2.2,0,0.25,0,0.2,0,0.25,0,0.7,0,0.4,0,0.01
5052,0,100,2.2,2.8,0,0.1,0,0.1,0,0.1,0,0.4,0,0.25,0,0.01
5056,0,100,4.5,5.6,0,0.1,0.05,0.2,0,0.1,0,0.4,0,0.3,0,0.01
5058,0,100,4.5,5.6,0,0.2,0,0.2,0,0.1,0,0.5,0,0.4,0,0.01
5082,0,100,4,5,0,0.25,0,0.15,0,0.15,0,0.35,0,0.2,0,0.01
5083,0,100,4,4.9,0,0.25,0.4,1,0,0.1,0,0.4,0,0.4,0,0.01
5086,0,100,3.5,4.5,0,0.25,0.2,0.7,0,0.1,0,0.5,0,0.4,0,0.01
5087,0,100,4.5,5.2,0,0.25,0.7,1.1,0,0.05,0,0.4,0,0.25,0,0.01
5091,0,100,3.7,4.2,0,0.01,0,0.01,0,0.01,0,0.3,0,0.2,0,0.01
5110,0,100,0.3,0.6,0,0.05,0,0.03,0,0.01,0,0.08,0,0.08,0,0.01
5119,0,100,4.5,5.6,0,0.2,0.2,0.6,0,0.05,0,0.4,0,0.25,0,0.01
5149,0,100,1.6,2.5,0,0.2,0.5,1.1,0,0.05,0,0.4,0,0.25,0,0.01
5150,0,100,1.3,1.7,0,0.1,0,0.03,0,0.1,0,0.1,0,0.08,0,0.01
5151,0,100,1.5,2.1,0,0.15,0,0.1,0,0.15,0,0.35,0,0.2,0,0.01
5154,0,100,3.1,3.9,0,0.2,0,0.1,0,0.1,0,0.4,0,0.25,0,0.01
5180,0,100,3.5,4.5,1.7,2.8,0.2,0.7,0,0.1,0,0.01,0,0.01,0,0.01
5182,0,100,4,5,0,0.25,0.2,0.5,0,0.15,0,0.35,0,0.2,0,0.01
5183,0,100,4.3,5.2,0,0.25,0.5,1,0,0.1,0,0.4,0,0.4,0,0.01
5186,0,100,3.8,4.8,0,0.4,0.2,0.5,0,0.25,0,0.45,0,0.4,0,0.01
5205,0,100,0.6,1,0,0.05,0,0.1,0.03,0.1,0,0.7,0,0.15,0,0.01
5210,0,100,0.35,0.6,0,0.04,0,0.03,0,0.01,0,0.04,0,0.06,0,0.01
5249,0,100,1.6,2.5,0,0.2,0.5,1.1,0,0.05,0,0.4,0,0.25,0,0.01
5250,0,100,1.3,1.8,0,0.05,0.04,0.15,0.1,0.1,0.1,0.1,0.08,0.08,0,0.01
5251,0,100,1.7,2.4,0,0.15,0.1,0.5,0,0.15,0,0.5,0,0.4,0,0.01
5556,0,100,4.7,5.5,0,0.25,0.5,1,0,0.1,0,0.4,0,0.25,0,0.01
5557,0,100,0.4,0.8,0,0.01,0.1,0.4,0,0.15,0,0.12,0,0.1,0,0.01
5605,0,100,0.8,1.1,0,0.01,0,0.01,0,0.01,0,0.008,0,0.01,0,0.01
5652,0,100,2.2,2.8,0,0.1,0,0.01,0,0.04,0,0.01,0,0.01,0,0.01
5654,0,100,3.1,3.9,0,0.2,0,0.01,0,0.05,0,0.01,0,0.01,0,0.01
5657,0,100,0.6,1,0,0.05,0,0.03,0,0.1,0,0.1,0,0.08,0,0.01
5754,0,100,2.6,3.6,0,0.2,0,0.5,0,0.1,0,0.4,0,0.4,0,0.01
5854,0,100,3.1,3.9,0,0.2,0.1,0.5,0,0.1,0,0.01,0,0.01,0,0.01
5954,0,100,3.3,4.1,0,0.2,0,0.1,0,0.1,0,0.4,0,0.25,0,0.01
5252,0,100,2.2,2.8,0,0.05,0,0.1,0,0.1,0,0.1,0,0.08,0,0.01
5254,0,100,3.1,3.9,0,0.2,0,0.01,0,0.05,0,0.4,0,0.25,0,0.01
5257,0,100,0.2,0.6,0,0.03,0,0.03,0,0.1,0,0.1,0,0.08,0,0.01
5280,0,100,3.5,4.5,1.5,2.8,0.2,0.7,0,0.1,0,0.01,0,0.01,0,0.01
5283,0,100,4.5,5.1,0,0.1,0.5,1,0,0.03,0,0.3,0,0.3,0,0.01
5305,0,100,0.7,1.1,0,0.05,0,0.03,0,0.01,0,0.08,0,0.08,0,0.01
5310,0,100,0.35,0.6,0,0.01,0,0.01,0,0.01,0,0.008,0,0.01,0,0.01
5349,0,100,1.7,2.6,0,0.01,0.6,1.2,0.18,0.28,0,0.7,0,0.4,0,0.01
5351,0,100,1.6,2.2,0,0.05,0,0.1,0,0.1,0,0.1,0,0.08,0,0.01
5352,0,100,2.2,2.8,0,0.1,0,0.1,0,0.1,0,0.01,0,0.01,0,0.01
5354,0,100,2.4,3,0,0.25,0.5,1,0,0.05,0,0.4,0,0.25,0,0.01
5356,0,100,4.5,5.5,0,0.1,0.05,0.2,0,0.1,0,0.4,0,0.25,0,0.01
5357,0,100,0.8,1.2,0,0.05,0.15,0.45,0,0.2,0,0.17,0,0.12,0,0.01
5383,0,100,4,5.2,0,0.4,0.7,1,0,0.2,0,0.25,0,0.25,0,0.01
5449,0,100,1.6,2.6,0,0.3,0.6,1.1,0,0.3,0,0.7,0,0.4,0,0.01
5451,0,100,1.8,2.4,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.25,0.25,0,0.01
5454,0,100,2.4,3,0,0.25,0.5,1,0,0.1,0,0.4,0,0.25,0,0.01
5456,0,100,4.7,5.5,0,0.25,0.5,1,0,0.1,0,0.4,0,0.25,0,0.01
5457,0,100,0.8,1.2,0,0.05,0.15,0.45,0,0.2,0,0.1,0,0.08,0,0.01
5505,0,100,0.8,1.1,0,0.04,0,0.03,0,0.01,0,0.04,0,0.06,0,0.01
5552,0,100,2.2,2.8,0,0.05,0,0.1,0,0.1,0,0.05,0,0.04,0,0.01
5554,0,100,2.4,3,0,0.25,0.5,1,0,0.1,0,0.4,0,0.25,0,0.01
6002,0,100,0.45,0.7,0,0.01,0.1,0.2,0.1,0.25,0,0.25,0.6,0.9,0,0.01
6003,0,100,0.8,1.5,0,0.2,0,0.8,0,0.1,0,0.6,0.35,1,0,0.01
6004,0,100,0.4,0.7,0,0.05,0.2,0.6,0,0.1,0.1,0.3,0.3,0.6,0,0.01
6005,0,100,0.4,0.6,0,0.1,0,0.1,0,0.1,0,0.35,0.6,0.9,0,0.01
6006,0,100,0.45,0.9,0,0.1,0.05,0.2,0.15,0.3,0,0.35,0.2,0.6,0,0.01
6007,0,100,0.6,0.9,0,0.25,0.05,0.25,0,0.2,0,0.7,0.9,1.4,0,0.01
6008,0,100,0.4,0.7,0,0.2,0,0.3,0,0.3,0,0.35,0.5,0.9,0,0.01
6009,0,100,0.4,0.8,0,0.25,0.2,0.8,0.15,0.6,0,0.5,0.6,1,0,0.01
6010,0,100,0.6,1,0,0.25,0.2,0.8,0.15,0.6,0,0.5,0.8,1.2,0,0.01
6011,0,100,0.6,1.2,0,1.5,0,0.8,0.4,0.9,0,1,0.6,1.2,0,0.01
6012,0,100,0.6,1.2,0,0.3,0.4,1,0,0.1,0,0.5,0.6,1.4,0,0.01
6013,0,100,0.8,1.2,0,0.25,0.2,0.8,0.6,1.1,0,0.5,0.6,1,0,0.01
6014,0,100,0.4,0.8,0,0.1,0.05,0.2,0,0.25,0,0.35,0.3,0.6,0,0.01
6015,0,100,0.8,1.1,0,0.1,0,0.1,0.1,0.25,0.1,0.3,0.2,0.4,0,0.01
6016,0,100,0.25,0.6,0,0.2,0,0.2,0,0.2,0,0.5,1,1.5,0,0.01
6017,0,100,0.45,0.6,0,0.05,0,0.1,0.05,0.2,0.15,0.3,0.55,0.7,0,0.01
6018,0,100,0.6,1.2,0,0.3,0.3,0.8,0.15,0.4,0,0.7,0.5,1.2,0,0.01
6019,0,100,0.8,1.2,0.4,1,0,0.1,0.2,0.6,0,0.5,0.6,1,0,0.01
6020,0,100,0.6,1.2,0,0.01,0,0.35,0.3,0.9,0,0.5,0.4,0.9,0,0.01
6022,0,100,0.45,0.7,0,0.25,0.02,0.1,0.01,0.11,0.05,0.2,0.8,1.5,0,0.01
6030,0,100,0.8,1.2,0,0.25,0,0.15,0.15,0.4,0,0.7,0.4,0.8,0,0.01
6053,0,100,1.1,1.4,0,0.1,0,0.01,0,0.1,0,0.35,45,65,0,0.01
6056,0,100,0.6,1.2,0.1,0.7,0.4,1,0.5,1.1,0,0.5,0.7,1.3,0,0.01
6060,0,100,0.35,0.6,0,0.15,0,0.1,0,0.1,0.1,0.3,0.3,0.6,0,0.01
6061,0,100,0.8,1.2,0,0.25,0,0.15,0.15,-0.4,0,0.7,0.4,0.8,0,0.01
6063,0,100,0.45,0.09,0,0.1,0,0.1,0,0.1,0,0.35,0.2,0.6,0,0.01
6066,0,100,0.8,1.4,0,0.25,0.6,1.1,0.7,1.2,0,0.01,0.9,1.8,0,0.01
6069,0,100,1.2,1.6,0,0.05,0,0.05,0.55,1,0,0.4,0.6,1.2,0,0.01
6070,0,100,0.5,1.2,0,0.25,0.4,1,0.15,0.4,0,0.05,1,1.7,0,0.01
6081,0,100,0.6,1,0,0.2,0.1,0.45,0,0.1,0,0.5,0.7,1.1,0,0.01
6082,0,100,0.6,1.2,0,0.2,0.4,1,0,0.1,0,0.05,0.7,1.3,0,0.01
6090,0,100,0.8,1.2,0,0.25,0,0.15,0.3,0.9,0,0.7,0.4,0.8,0,0.01
6091,0,100,0.8,1.2,0,0.25,0,0.15,0.15,0.4,0,0.7,0.4,0.8,0,0.01
6092,0,100,0.8,1.2,0,0.25,0,0.15,0.7,1,0,0.3,0.4,0.8,0,0.01
6101,0,100,0.35,0.8,0,0.1,0,0.03,0,0.1,0,0.5,0.3,0.7,0,0.01
6103,0,100,0.8,1.5,0,0.2,0,0.8,0.2,0.3,0,0.6,0.35,1,0,0.01
6105,0,100,0.45,0.8,0,0.1,0,0.15,0,0.1,0,0.35,0.6,1,0,0.01
6106,0,100,0.4,0.8,0,0.1,0.05,0.2,0,0.25,0,0.35,0.3,0.6,0,0.01
6110,0,100,0.5,1.1,0,0.3,0.2,0.7,0.2,0.7,0,0.8,0.7,1.5,0,0.01
6111,0,100,0.5,1,0.15,0.15,0.1,0.45,0.5,0.9,0.4,0.4,0.6,1.1,0,0.01
6113,0,100,0.8,1.2,0,0.25,0.1,0.6,0.6,1.1,0,0.3,0.6,1,0,0.01
6116,0,100,0.25,0.6,0,0.2,0,0.15,0,0.2,0,0.25,0.9,1.3,0,0.01
6151,0,100,0.45,0.8,0,0.25,0,0.2,0,0.35,0,1,0.6,1.2,0,0.01
6160,0,100,0.35,0.6,0,0.05,0,0.05,0,0.2,0,0.15,0.3,0.6,0,0.01
6162,0,100,0.7,1.1,0,0.25,0,0.1,0,0.2,0,0.5,0.4,0.8,0,0.01
6181,0,100,0.6,1,0,0.2,0,0.15,0,0.1,0,0.45,0.8,1.2,0,0.01
6201,0,100,0.6,0.9,0,0.1,0,0.03,0,0.1,0,0.5,0.5,0.9,0,0.01
6205,0,100,0.4,0.6,0,0.25,0.05,0.15,0,0.2,0,0.7,0.6,0.9,0,0.01
6206,0,100,0.45,0.8,0,0.2,0.13,0.3,0.2,0.5,0,0.35,0.35,0.7,0,0.01
6253,0,100,1,1.5,1.6,2.4,0,0.01,0,0.1,0,0.5,45,65,0,0.01
6260,0,100,0.45,0.7,0,0.05,0,0.03,0,0.1,0.15,0.4,0.4,0.6,0,0.01
6261,0,100,0.7,1,0,0.2,0.2,0.35,0.15,0.4,0,0.4,0.4,0.7,0,0.01
6262,0,100,0.8,1.2,0,0.25,0,0.15,0.15,0.4,0,0.7,0.4,0.8,0,0.01
6301,0,100,0.6,0.9,0,0.25,0,0.15,0,0.1,0,0.7,0.5,0.9,0,0.01
6306,0,100,0.45,0.9,0,0.05,0.1,0.4,0.05,0.16,0,0.1,0.2,0.6,0,0.01
6351,0,100,0.4,0.8,0,0.2,0.4,0.8,0,0.1,0,0.5,0.7,1.3,0,0.01
6401,0,100,0.35,0.7,0,0.04,0,0.03,0.05,0.2,0,0.04,0.35,0.7,0,0.01
6463,0,100,0.45,0.9,0,0.05,0,0.05,0,0.2,0,0.15,0.2,0.6,0,0.01
6763,0,100,0.45,0.9,0,0.03,0,0.03,0.04,0.16,0,0.08,0.2,0.6,0,0.01
6863,0,100,0.5,0.8,0,0.1,0,0.05,0.05,0.2,0,0.15,0.4,0.6,0,0.01
6951,0,100,0.4,0.8,0,0.2,0,0.1,0.15,0.4,0,0.8,0.2,0.5,0,0.01
6963,0,100,0.35,0.7,0,0.1,0,0.05,0.15,0.25,0,0.25,0.4,0.6,0,0.01
7090,0,100,2,3,7.3,8.7,0,0.01,0.6,1.3,0.15,0.15,0.12,0.12,0,0.01
7091,0,100,2,3,5.8,7.1,0,0.01,1.1,1.8,0.15,0.15,0.12,0.12,0,0.01
7093,0,100,2,3,8.3,9.7,0,0.01,1.1,1.9,0,0.15,0,0.12,0,0.01
7104,0,100,0.5,0.9,3.6,4.4,0,0.01,0,0.03,0,0.4,0,0.25,0,0.01
7108,0,100,0.7,1.4,4.5,5.5,0,0.05,0,0.05,0,0.1,0,0.1,0,0.01
7109,0,100,2.2,2.7,5.8,6.5,0,0.1,0.8,1.3,0,0.15,0,0.1,0,0.01
7116,0,100,0.8,1.4,4.2,5.2,0,0.05,0.5,1.1,0,0.3,0,0.15,0,0.01
7129,0,100,1.3,2,4.2,5.2,0,0.1,0.5,0.9,0,0.3,0,0.15,0,0.01
7146,0,100,1,1.6,6.6,7.6,0,0.2,1.2,1.9,0,0.4,0,0.2,0,0.01
7149,0,100,2,2.9,7.2,8.2,0,0.2,1.2,1.9,0,0.2,0,0.15,0,0.01
7150,0,100,2,2.7,5.9,6.9,0,0.1,1.9,2.5,0,0.15,0,0.12,0,0.01
7175,0,100,2.1,2.9,5.1,6.1,0,0.1,1.2,2,0,0.2,0,0.15,0,0.01
7178,0,100,2.4,3.1,6.3,7.3,0,0.3,1.6,2.4,0,0.5,0,0.4,0,0.01
7179,0,100,2.9,3.7,3.8,4.8,0.1,0.3,0.4,0.8,0,0.2,0,0.15,0,0.01
7229,0,100,1.3,2,4.2,5.2,0,0.03,0.5,0.9,0,0.08,0.06,0.06,0,0.01
7249,0,100,2,2.4,7.5,8.2,0,0.1,1.3,1.9,0,0.12,0,0.1,0,0.01
7277,0,100,1.7,2.3,3.7,4.3,0,0.01,0.8,1.7,0,0.7,0,0.5,0,0.01
7278,0,100,2.5,3.2,6.6,7.4,0,0.02,1.6,2.2,0,0.2,0,0.15,0,0.01
7349,0,100,1.8,2.7,7.5,8.7,0,0.2,1.4,2.1,0,0.15,0,0.12,0,0.01
7449,0,100,1.8,2.7,7.5,8.7,0,0.2,1.4,2.1,0,0.15,0,0.12,0,0.01
7472,0,100,0.9,1.5,1.3,1.9,0,0.05,0,0.05,0,0.6,0,0.25,0,0.01
7475,0,100,1.9,2.6,5.2,6.2,0,0.06,1.2,1.9,0,0.12,0,0.1,0,0.01
8023,0,100,0,0.2,0,0.005,0.1,0.4,1.3,1.6,0.3,0.6,0,0.01,0,0.01
8030,0,100,0,0.1,0,0.05,0.15,0.3,0.3,0.8,0,0.01,0,0.05,0,0.01
8040,0,100,0,0.01,0,0.01,0,0.2,0,0.01,0,0.05,0,0.2,0,0.01
8050,0,100,0.15,0.3,0,0.05,0,0.05,1.1,1.2,0.45,0.55,0,0.1,0,0.01
8076,0,100,0,0.1,0.08,0.22,0,0.04,0.6,0.9,0,0.01,0,0.05,0,0.01
8077,0,100,0,0.1,0.1,0.3,0,0.05,0.1,0.4,0,0.01,0,0.05,0,0.01
8079,0,100,0.05,0.3,0,0.01,0,0.05,0.7,1.3,0,0.01,0,0.1,0,0.01
8081,0,100,0,0.7,0,0.01,0.7,1.3,0,0.7,0,0.1,0,0.05,0,0.01
8090,0,100,0,0.2,0.6,1.3,1,1.6,0,0.3,0,0.1,0,0.25,0,0.01
8091,0,100,0,0.3,0.5,1.2,1.6,2.2,0,0.5,0,0.1,0,0.25,0,0.01
8093,0,100,0,0.1,0.9,1.6,1,1.6,0,0.1,0,0.1,0,0.25,0,0.01
8111,0,100,0.3,1.1,0,0.05,0,0.1,0.4,1,0,0.1,0,0.1,0,0.01
8112,0,100,0,1,0,0.7,0,0.4,0,1,0,0.6,0,1,0,0.01
8130,0,100,0,0.15,0,0.01,0.05,0.15,0.4,1,0,0.01,0,0.1,0,0.01
8150,0,100,0,0.3,0,0.01,0,0.01,0.9,1.3,0.2,0.7,0,0.01,0,0.01
8176,0,100,0.03,0.15,0,0.01,0,0.01,0.4,1,0,0.01,0,0.1,0,0.01
8177,0,100,0.1,0.1,0.04,0.12,0.04,0.04,0.25,0.45,0,0.01,0.05,0.05,0,0.01
8211,0,100,0.4,0.8,0,0.1,0,0.1,0.5,1,0.05,0.2,0,0.1,0,0.01
8276,0,100,0,0.25,0,0.02,0,0.035,0.5,0.8,0,0.01,0,0.05,0,0.01
8280,0,100,1,2,0,0.01,0.7,1.3,0,0.7,0,0.01,0,0.05,0,0.01
